size,price,direction
2,5865300,-1
100,2206900,-1
85,2215000,1
500,308300,1
45,5720000,1
100,309400,-1
100,5681200,-1
100,301200,1
400,271300,1
120,309600,1
100,269800,-1
100,307100,-1
200,5823900,1
3,5861900,-1
60,2251900,-1
100,302500,1
100,304500,1
100,269300,1
100,5755400,-1
100,5776600,1
200,268200,-1
28,301800,-1
90,5777300,1
200,309300,-1
100,2243300,1
100,273900,1
22,5854300,1
33,5818800,1
9,5812700,-1
100,304750,1
100,309200,-1
100,5880600,-1
53,5763800,1
100,272000,1
96,5817700,1
100,302900,-1
100,5783900,-1
47,267900,1
100,309300,-1
76,5820900,-1
100,273500,-1
83,5780000,-1
100,269800,-1
6,5879600,-1
8,5813100,-1
700,304000,1
100,5845100,1
23,5646400,1
100,304800,1
20,2224600,-1
150,307200,-1
80,5845300,1
43,5778100,-1
100,306550,-1
47,306100,1
300,268400,-1
35,5831800,-1
50,5820000,1
100,5658000,-1
1,5751300,1
100,267000,1
100,2212700,1
100,272000,1
400,266800,1
37,5847400,1
100,266700,-1
100,309100,-1
23,5782100,-1
200,274900,1
99,5648800,1
100,274500,1
100,5834700,1
200,268400,1
100,267000,-1
500,273300,1
100,5801600,1
120,269800,1
100,5781000,-1
100,268500,-1
100,5864900,-1
100,2222000,1
150,5860000,1
100,5781900,1
200,272000,-1
100,310800,1
100,301300,-1
300,272000,1
1,5846700,1
100,302800,-1
7,5870000,-1
82,2211200,1
622,301000,1
47,5653000,1
5,2237500,1
10,5648600,-1
6,2207700,-1
100,302900,1
10,5680800,-1
200,302000,1
94,267000,1
7,2239000,-1
100,5679900,-1
100,5837000,-1
100,301400,1
100,268100,1
44,310800,-1
54,2240500,1
100,5798600,1
200,273350,-1
275,266200,-1
100,301200,-1
100,2238400,-1
250,302000,1
100,306500,-1
100,305900,-1
76,305200,-1
90,2210400,-1
6,2211000,-1
60,5778600,1
100,273200,-1
100,308100,1
900,274200,1
100,5842400,-1
70,5815800,-1
400,266700,-1
90,5827200,-1
100,5800500,1
99,5697400,1
100,301100,1
100,5792800,1
111,5868800,-1
71,5656300,-1
2,2219700,1
100,274500,1
100,308300,1
100,266600,1
100,303700,1
100,273300,1
14,266100,1
300,301700,-1
231,5785400,1
1600,271200,-1
4,2211100,-1
101,304800,1
3,5799300,-1
200,268200,1
1,5807100,1
2,5835400,1
197,267100,-1
100,300900,1
200,310200,-1
100,266600,1
100,5786100,-1
800,268700,-1
300,269200,1
100,309100,-1
100,266200,1
23,2240000,-1
75,5789400,-1
300,269700,-1
200,271600,1
600,272000,1
100,5841900,-1
700,301300,1
100,267100,1
100,271950,1
100,5881400,-1
4,273150,1
654,271800,1
100,5642500,-1
81,267200,1
100,268200,-1
100,309800,-1
700,271400,1
100,301100,-1
200,5872100,-1
100,5838000,1
100,268200,-1
100,266200,-1
100,5873100,1
100,301100,-1
100,5777700,1
100,2226900,-1
400,305300,1
200,267050,-1
103,306500,1
150,310900,-1
22,5722300,-1
236,2211800,-1
33,5667000,1
100,266900,-1
100,5781000,1
100,5794600,1
378,301200,-1
100,309200,1
100,5801100,1
200,302800,-1
100,5824300,1
61,2245900,1
100,2246400,1
34,5816800,1
100,309300,-1
118,266500,1
100,5871200,-1
44,266850,-1
100,5830000,1
500,301400,-1
300,273900,-1
100,268000,1
73,2225000,1
33,310200,1
100,303600,-1
100,5861900,-1
15,2207600,-1
100,267600,1
47,5744400,-1
500,272200,-1
100,5658800,1
42,301100,1
100,301400,1
100,301100,1
100,302900,1
100,266800,1
20,5646700,1
100,5865000,-1
12,303300,-1
100,5857900,-1
63,301100,1
50,5865400,1
300,2221000,-1
100,270200,-1
600,274500,1
100,5724400,-1
50,5813600,1
1000,309400,1
400,309100,-1
700,302100,1
1,5826600,1
100,271300,-1
800,266800,-1
4,5789300,1
100,5830100,1
600,269700,1
200,311100,1
400,266200,1
10,5641000,1
82,5831900,-1
100,5784700,1
11,5653400,1
100,268200,1
100,5810100,1
29,2221100,-1
465,2230000,1
100,5813500,1
200,273400,1
3800,267100,1
100,309500,1
100,274400,1
28,5645100,1
300,266800,-1
200,309700,-1
100,268200,1
400,306300,-1
100,301000,-1
1,5850300,1
80,5800700,1
42,304400,1
10,5821100,-1
26,5685900,-1
88,273500,-1
490,269700,-1
100,301150,1
1,5677800,-1
174,269200,1
100,5833000,1
100,269800,1
600,302000,-1
100,302850,-1
100,5756300,1
100,274800,-1
100,267000,1
100,5784900,-1
61,5860100,1
272,274000,-1
100,2222400,-1
13,270600,1
184,5652100,-1
300,273300,-1
100,5851200,1
100,5820100,-1
100,2232200,1
1,5787600,1
100,301000,-1
864,269200,1
100,303600,-1
100,308800,1
36,5851600,-1
200,304100,-1
100,5813200,1
10,5856900,1
100,5852700,1
100,2222900,-1
100,2207100,-1
100,268300,1
100,5853800,-1
600,270500,1
300,301900,1
100,267200,-1
100,306000,-1
500,307700,1
67,2247500,-1
8,5821300,-1
100,308600,-1
100,5812800,1
15,5853900,-1
100,266800,1
800,308900,-1
5,273900,1
50,5654500,1
2,5749700,1
76,5786100,-1
100,300900,1
200,5865600,1
35,306400,-1
3,5762100,-1
500,307900,-1
100,302000,1
100,5802100,1
116,268500,-1
100,5829700,1
100,2219300,-1
40,2210600,-1
700,302700,-1
700,304600,1
25,5780800,-1
200,311100,-1
50,5874500,1
100,268000,1
500,307600,-1
45,272300,-1
300,5803500,-1
300,267000,1
600,307700,-1
100,5860100,-1
58,5830400,1
100,5839400,1
200,270000,-1
223,272500,1
411,308600,1
8,308500,1
9,5641000,1
100,271500,1
100,303600,-1
15,5791300,1
200,308700,-1
100,5784100,1
61,306300,-1
100,2210500,-1
400,271500,-1
100,5831300,-1
200,5737500,1
800,268100,1
100,304450,1
100,5857400,1
100,5848000,1
200,268000,-1
20,5843000,-1
100,5839500,-1
300,274100,-1
404,309100,-1
200,301800,1
100,5778400,1
803,266400,1
26,5645600,1
400,309500,-1
100,5862700,-1
200,268300,1
380,5853800,1
23,5811500,1
100,307300,-1
100,308500,-1
63,5776100,1
1030,302400,-1
38,2234100,1
55,268400,-1
100,5794800,-1
85,266900,1
13,2242200,-1
200,309450,1
57,5831300,1
4,5779500,1
100,305100,-1
1600,310400,-1
100,306800,-1
400,309000,-1
100,310200,-1
100,274700,1
1300,267500,1
100,5783500,1
97,5780900,-1
100,268700,-1
200,300800,1
100,5826400,-1
5,5864200,1
25,5832600,1
75,5654000,-1
500,273600,-1
100,266200,1
8,5777000,-1
4,2225800,-1
160,5848000,1
100,266600,-1
100,306800,1
400,273300,1
100,303200,1
100,5785100,1
700,273500,-1
200,309900,-1
4,5756900,1
200,274800,1
100,274400,1
100,2230000,1
128,304300,1
60,5863200,1
46,2226100,1
100,269000,-1
100,268100,1
50,5864300,-1
58,2210500,-1
60,5762800,-1
400,268300,1
100,303050,1
26,5675400,1
100,303500,1
200,301900,-1
400,268100,-1
650,268500,-1
100,266800,-1
700,268500,-1
100,5643100,1
800,311300,-1
100,274200,1
91,5683000,-1
200,302200,-1
22,302350,-1
1200,5802350,1
1,2210700,1
99,5865500,-1
300,270900,-1
3,5697000,-1
26,302300,1
200,302800,1
200,269200,1
300,309200,1
300,301200,-1
300,266800,1
100,266700,-1
100,267950,1
22,5650300,-1
100,268400,-1
200,269600,-1
700,309100,-1
1,5855800,-1
100,5825000,1
20,2238600,1
1200,266300,1
1200,302100,1
1000,309200,1
100,5801400,1
100,268000,1
100,307300,1
200,272050,-1
100,268400,1
99,5845200,-1
100,302800,1
50,5866400,1
1,5861600,-1
25,5859100,1
18,5856000,-1
9,2237500,-1
200,303000,1
100,302100,1
100,273700,1
46,267900,1
100,2216500,-1
200,267000,1
100,301400,1
3,5853800,-1
200,305100,-1
100,2240100,1
200,301500,-1
100,2240000,1
200,267000,1
100,266600,1
100,306600,1
100,304000,1
100,2235100,-1
100,302700,-1
200,5856000,-1
300,306300,1
100,5862200,-1
100,5826500,1
2,5831400,-1
200,5691000,1
300,309000,-1
300,273400,-1
100,5777400,-1
1,267000,1
100,266500,1
200,269100,1
100,268200,1
100,266200,1
361,272000,-1
30,268300,-1
224,300900,1
100,268000,-1
100,270000,1
184,269400,-1
49,5796200,1
100,271300,-1
189,301300,-1
100,268300,1
200,268000,1
15,2209700,-1
86,273700,1
100,268200,-1
7,5819400,-1
100,300900,-1
10,5642500,1
20,306800,-1
100,5855300,-1
1200,267200,1
400,269300,-1
200,5680000,1
35,5692100,-1
40,5686800,1
18,5856800,-1
1100,309800,1
1358,301000,-1
100,2227400,-1
200,2226000,1
100,271500,-1
100,5830700,-1
65,5733200,1
146,267200,1
39,5855250,1
700,310400,1
419,266800,1
100,5689100,1
200,306000,1
92,5854600,-1
100,5821200,1
100,305200,-1
100,273600,-1
500,306000,1
100,5684500,-1
1,2238200,1
9,5786200,-1
100,266650,1
200,310700,1
200,302500,1
80,2206000,1
8,5792500,1
3200,269400,1
66,301400,1
500,301600,-1
200,271300,1
76,5819200,1
553,305900,-1
1000,308500,-1
1000,266600,-1
100,5872400,-1
100,267950,1
100,303000,-1
200,266500,1
100,269400,1
17,2240500,-1
100,5789600,1
216,308800,1
10,5778400,1
100,309000,-1
100,5844000,-1
12,5866200,-1
200,273500,1
300,303600,-1
2300,303600,-1
300,302100,1
10,2208300,1
600,271700,-1
5,5675900,-1
100,273200,1
100,267100,-1
100,306500,-1
300,310500,-1
100,266450,-1
100,308700,-1
194,5830500,-1
100,2210700,-1
100,301600,-1
700,274750,-1
18,2225300,1
300,272100,-1
8,5683900,-1
100,304400,-1
250,5869900,-1
100,269800,1
100,267600,1
8,5851500,1
4,5820000,1
1,5775100,1
100,300700,1
665,273700,1
400,267100,1
50,5847300,1
173,306500,1
100,302300,1
100,266500,1
100,268050,-1
100,5858400,-1
621,308500,-1
100,308500,1
42,5830400,1
100,301000,1
185,2228000,1
100,273300,-1
64,272100,1
200,5865000,-1
72,5811200,1
200,302100,1
6,2235100,1
100,304050,1
7,5648400,-1
100,303600,1
300,308800,1
100,272000,1
100,271900,1
100,304100,1
100,267100,-1
4,267800,1
100,308700,1
200,308500,-1
1,307700,1
100,274800,1
300,306600,1
50,5870100,-1
100,302100,1
100,273500,-1
16008,304000,-1
100,5874200,1
46,272900,1
100,5856000,1
700,272000,1
164,308300,-1
100,5851900,-1
100,271300,1
14,5779200,1
800,271800,1
200,303200,1
200,310400,1
11,5845500,1
200,310400,-1
34,5675700,1
6,5820500,1
100,5836700,1
40,5782800,1
101,2210300,-1
20,5776600,1
2,5761600,-1
100,5858900,-1
100,266300,-1
700,304400,-1
1000,267100,-1
100,310800,-1
100,301700,1
100,5777300,-1
501,267500,1
100,267400,1
100,303600,1
800,274200,-1
79,5840000,1
100,266300,1
100,301100,1
560,304200,1
79,266500,-1
139,300700,-1
20,5640800,1
1000,268200,1
31,5864400,-1
100,5791200,-1
18,5785500,1
200,307000,1
385,271800,-1
5,2210200,1
100,5858200,-1
100,5865800,-1
657,302000,1
101,5866700,1
7,267000,-1
100,270200,-1
100,301550,-1
1000,304100,1
100,304400,1
20,2218100,1
1,5723900,1
83,5864800,-1
100,271500,1
100,269300,-1
20,5862900,1
100,2214800,-1
13,5746300,1
200,306000,-1
4,5810000,-1
100,308500,1
100,5840900,1
100,5641600,1
3,5855700,1
200,303100,-1
100,303700,-1
200,310700,1
14,5826200,-1
100,5848700,-1
100,5859900,-1
100,2219200,1
100,273500,-1
37,271300,-1
9,5841200,-1
1000,304200,1
100,266900,-1
100,267200,1
100,303100,1
1,5850400,1
100,2224800,-1
300,302200,-1
151,5828400,1
49,2211100,1
200,308900,1
100,5827200,1
85,306600,-1
300,309800,-1
41,5777800,1
5,2211900,-1
100,274600,-1
200,309300,-1
100,303700,1
100,268300,1
10,5707700,1
350,272000,1
503,266900,-1
100,5872200,-1
8,5835600,-1
100,273900,-1
100,2260000,-1
187,5707000,1
100,274500,-1
36,5777000,1
100,307600,1
100,307100,-1
100,303550,-1
200,302100,1
246,274800,-1
111,5778200,1
100,267900,-1
100,5879600,-1
754,301400,-1
46,272100,-1
100,266700,-1
100,308100,1
100,5862500,1
100,5820200,1
800,272100,1
80,5775200,1
100,273000,-1
100,5861600,1
200,5841800,-1
561,303400,-1
200,305050,1
100,268200,-1
100,268900,1
100,5778500,1
11,5855700,-1
2,5855900,-1
220,274500,-1
200,300700,1
100,268200,1
100,270800,1
100,271400,1
600,301100,1
6,272550,1
533,266800,1
100,306600,1
111,2247000,-1
100,303600,1
100,306500,-1
55,5651700,-1
100,307300,-1
200,272400,-1
100,2226900,1
46,303500,1
400,301800,-1
18,5827900,-1
100,2239800,-1
100,301000,-1
1000,305900,-1
78,5783600,1
1,2250100,1
39,5785600,-1
60,5860900,1
29,5858500,-1
7,266950,1
100,273200,1
100,266800,1
20,5805400,1
100,301400,1
100,5848500,1
600,269700,1
3,2238700,-1
200,273400,-1
200,2249200,-1
700,305800,1
100,268300,-1
10,5817600,1
80,5844300,-1
100,273400,1
400,2238100,-1
200,310200,1
109,305600,-1
200,269700,-1
100,304600,1
1984,304500,1
1,5828800,-1
200,269400,1
3,5870200,1
100,5811800,1
100,306200,1
25,2238200,1
400,5812000,1
100,5796900,-1
700,307200,1
60,5804200,1
178,5693600,-1
100,307500,1
200,310700,1
200,269400,1
200,275000,1
100,2208000,1
61,5847800,-1
67,5783600,-1
200,308800,1
240,309700,1
200,274200,-1
200,302100,-1
200,270200,1
100,5647800,-1
100,309100,-1
100,5695000,-1
1200,307100,1
100,2226700,1
100,5787100,-1
100,5757100,-1
100,308500,-1
300,309300,1
25,5652100,1
400,309300,1
140,5826000,1
120,310800,-1
8,2254700,-1
79,5836600,1
87,5815900,-1
815,5797000,1
300,5850000,-1
193,275600,-1
46,307300,-1
100,266950,1
100,5850900,-1
200,301800,-1
7,5687600,-1
76,5838300,-1
94,5650100,1
100,5785500,1
45,5813600,-1
1100,268250,-1
100,5677800,-1
100,5830500,1
78,2243800,-1
100,304200,1
101,5645100,1
100,269800,-1
1700,273200,-1
100,267050,1
700,304700,-1
430,269300,1
62,5659000,1
200,304600,-1
100,308300,1
100,268100,1
100,307300,-1
100,301400,1
100,5779600,1
100,5858600,-1
100,309100,-1
80,2205800,1
100,5828800,1
700,272400,-1
200,304100,1
25,2210800,-1
100,304800,-1
3,272100,1
1000,303500,-1
800,303800,1
100,5772200,-1
225,5648700,1
100,303050,1
20,2223700,1
62,5832000,1
100,310400,-1
27,266800,1
744,303300,-1
3,301800,-1
100,268200,-1
205,305200,1
357,268000,1
400,5775600,-1
7,5831200,-1
100,272000,-1
100,274700,1
100,274600,1
100,303500,-1
100,5872100,1
100,273300,-1
100,307500,-1
62,5865200,-1
100,268050,-1
400,268300,1
100,266700,1
10,2215800,-1
25,5841100,1
100,269400,-1
3,5674600,1
100,267100,1
100,2245000,-1
100,266800,1
100,5859700,-1
45,5800000,1
100,266700,-1
1,5786500,-1
100,5858100,-1
5,5698200,-1
18,5856500,-1
100,5782700,1
25,5862000,-1
100,309250,1
100,5827500,1
100,269400,-1
21,5846800,1
400,5867300,-1
100,269200,1
200,301400,-1
50,5752400,-1
64,303700,-1
100,5858900,-1
100,268600,1
6,2236600,-1
64,5640000,1
200,267000,1
7,2215000,-1
100,2210400,1
10,2243200,1
100,306000,1
600,270500,-1
94,5667600,-1
96,5648700,1
100,273000,-1
100,308100,1
90,5810000,-1
100,266600,1
15,5847600,1
40,5766000,1
100,5776500,1
18,2237300,-1
7,5730000,-1
2,5658200,1
100,309400,1
300,266900,-1
88,5878800,-1
39,5838000,1
20,5778400,-1
100,2208200,1
100,268300,1
100,5868300,-1
100,5852300,-1
100,5816100,1
15,2212000,1
100,268400,1
100,272900,-1
12,2225700,-1
300,267000,1
100,309000,-1
100,2238900,1
2,5718700,1
100,310200,-1
65,2214700,-1
100,5828300,1
75,5826000,-1
100,2242000,1
11,5859000,-1
23,5853700,-1
500,271800,-1
100,303700,1
100,5677500,-1
100,273300,1
31,307000,1
100,309800,-1
100,302500,-1
60,5875800,-1
50,5829500,1
10,5820000,1
100,305800,1
200,268000,1
88,5847550,-1
300,310800,-1
1495,5851600,-1
85,273100,1
70,5780900,1
700,302800,-1
200,308900,-1
89,5856900,1
100,302400,-1
100,5723900,-1
1100,268100,1
2,2239900,1
100,5828700,1
85,5818800,-1
163,5865600,1
100,266700,1
100,306700,1
1000,303200,-1
100,5680700,-1
100,308950,1
300,271000,1
97,5823300,1
100,266900,-1
143,271200,1
19,5811300,1
200,2247700,-1
100,5785400,-1
52,273300,1
200,310000,1
900,301200,-1
200,273700,1
50,301400,1
9,5839200,1
100,2206900,-1
100,308900,1
60,301700,1
95,5842200,-1
92,5860200,1
100,5690400,1
94,5650000,1
300,309800,-1
100,304500,-1
100,5864900,-1
100,303200,-1
400,266950,1
3,5796200,1
100,267000,1
100,2238400,1
100,268900,1
200,311100,-1
100,267000,-1
100,267100,1
100,306100,-1
97,274000,1
200,303000,1
100,5776100,-1
4800,307700,1
1,5679000,1
20,5860000,-1
1000,269800,-1
400,274300,1
100,2207700,1
100,5846000,1
518,271200,-1
700,304700,1
1,5854100,-1
181,272800,1
2,5827000,1
100,271500,1
12,5780000,-1
300,308800,1
100,303200,1
300,2215900,-1
23,5830200,1
400,271550,1
10,5777500,1
53,5775300,1
100,302700,1
7,304400,-1
100,5857800,-1
200,273800,1
2300,267600,-1
100,5654900,-1
26,5797300,1
100,308100,-1
1000,268300,1
200,306700,1
35,271500,1
800,266600,1
100,5801700,1
20,5860500,1
100,5779000,1
300,273500,1
100,309400,-1
100,5784400,1
10,2208600,-1
100,268600,-1
100,301800,-1
100,309200,1
200,271950,1
4,5835100,-1
1800,301000,-1
652,302800,1
100,5777800,1
100,302700,1
100,5850900,-1
100,5789100,1
100,5796800,-1
8,5650900,-1
251,5860000,1
100,303200,-1
100,5647600,-1
200,272400,1
300,273100,1
100,5863000,1
72,2243100,1
90,268400,1
116,5844900,1
53,5778300,-1
7,5644500,-1
7,5815100,-1
200,268000,1
100,5849000,1
100,304550,1
35,302200,1
100,5646500,-1
1,266350,-1
58,5783400,1
300,301400,-1
1200,267000,-1
100,5797200,-1
100,275600,-1
1216,306500,1
100,5881900,-1
10,5818600,1
100,271800,1
4,5819700,-1
75,309000,-1
1,5811900,1
100,303600,-1
100,268100,1
12,5760500,-1
200,274100,-1
200,309200,-1
100,273600,-1
100,271700,1
100,267200,-1
100,310100,-1
50,5864300,-1
100,303100,-1
50,5857100,1
6,5652200,-1
125,5723200,1
6,2209700,-1
400,268050,-1
200,268100,1
2,5724500,1
200,305000,1
300,270900,1
200,305850,-1
100,266700,-1
100,5776700,1
100,2235600,-1
260,5826000,1
100,2252700,-1
47,2237600,-1
100,271200,-1
36,5759900,1
5,5794500,1
100,5799400,1
20,5776800,-1
100,5851700,-1
100,5758600,1
100,5867400,-1
50,304800,-1
500,304400,-1
500,2243500,1
18,273900,1
100,267200,-1
100,267100,-1
100,268000,1
20,5859900,1
100,2218000,-1
200,268150,-1
100,307800,1
200,304600,-1
100,304800,1
300,301300,1
100,309800,-1
20,5845000,1
200,266200,1
15,2226800,1
100,309000,1
200,271500,1
26,5649200,1
100,268500,-1
52,5829500,1
473,268400,-1
6,2209100,-1
20,5859300,-1
100,5776700,1
24,306300,1
1000,302800,1
477,268000,1
30,5641300,1
50,5865700,1
96,5810000,-1
323,267400,-1
10,5826000,1
400,268000,-1
100,5877500,-1
63,302000,1
3,5762200,-1
100,2227500,-1
18,308700,-1
100,2235200,-1
34,306100,-1
61,2260000,-1
100,5862500,-1
36,266100,1
6,5777200,-1
200,5826700,-1
100,303400,-1
100,5813500,1
13,5723800,-1
100,270800,1
60,5842000,-1
5,5749700,1
100,5688800,-1
100,5854400,1
100,267200,-1
4,274550,-1
100,308600,-1
100,5678600,-1
100,306300,1
200,5843000,-1
100,271500,1
200,268200,1
67,305600,1
100,5801200,-1
23,5641800,1
100,308400,-1
454,301100,1
300,309000,-1
500,304300,1
100,273300,1
200,301900,-1
4,5746200,1
7,5678100,-1
40,2235600,-1
300,273800,-1
50,5808600,-1
100,311000,1
200,271050,-1
50,5782900,1
18,2240500,-1
12,5796700,1
80,5778000,1
125,5685100,-1
100,5847500,-1
100,303500,1
15,5804900,-1
100,2238400,-1
100,5789600,1
600,309100,-1
900,268400,-1
6,5758500,-1
100,270900,-1
25,5860000,1
125,2205300,1
300,268400,1
10,5656200,1
100,5657800,1
100,5871600,-1
1000,302900,1
100,304600,1
1144,306500,1
2,5649600,-1
100,5783100,1
322,308400,1
2461,267000,1
100,268300,1
100,5854800,-1
100,302200,-1
100,2235100,1
100,306100,-1
100,5753100,-1
42,309200,-1
100,5710500,-1
300,307300,-1
2,5840900,-1
200,268200,-1
200,303600,1
3,5824500,1
200,309400,1
100,301100,1
183,272000,-1
26,5747200,-1
100,267500,1
100,273700,-1
31,2237700,-1
27,5830800,-1
100,5683400,-1
13,5798400,1
10,5813200,1
50,5880600,-1
100,5830300,-1
21,2212700,1
200,273900,1
100,268300,1
100,275200,-1
100,2235500,1
700,272700,1
17,5855900,-1
26,5859500,-1
2800,269300,-1
37,5830600,1
100,2234100,1
58,2238500,1
39,5793000,1
100,301900,1
100,266950,1
52,303400,-1
100,307000,1
100,5650500,1
100,266700,1
7,2225400,-1
100,2245800,1
100,5651100,-1
47,2211000,1
89,273900,1
325,266800,-1
100,274100,-1
300,268500,1
100,308650,-1
4,5839600,-1
100,303150,-1
200,303400,1
1500,273800,1
100,5724200,-1
400,269400,1
100,307700,1
100,273600,1
1,5855300,-1
600,304200,1
20,5858800,-1
600,304000,-1
100,5824900,-1
400,303100,1
500,303700,1
500,266950,1
100,5779300,-1
381,302000,1
200,274100,-1
100,309300,1
2,5849200,-1
3,5860500,1
200,300700,-1
100,272200,1
18,308600,-1
494,303000,-1
400,273300,-1
100,5863700,1
249,5864500,-1
100,302000,1
100,268300,1
100,269200,1
25,5871500,1
100,303000,1
730,271700,1
100,270500,1
24,2242900,1
1200,273800,-1
15,5816000,-1
100,304900,-1
100,5820000,1
100,5691500,-1
500,267000,1
100,5838050,-1
1,5862300,-1
1,5675800,1
100,307800,1
200,274500,-1
66,5851100,1
100,271700,1
100,303700,-1
400,269600,1
100,5845000,-1
200,306400,-1
100,2228600,-1
300,273500,1
200,308700,1
100,269500,1
200,307950,-1
100,266900,1
91,5796300,-1
100,5861200,-1
300,306700,1
100,267000,1
100,272500,-1
3,5826400,1
50,5868600,1
100,2215100,1
100,267400,1
100,5848200,-1
100,5790500,1
100,302900,1
2,2211300,1
20,5861200,-1
2000,273300,1
100,5874900,-1
100,5871100,1
100,268600,-1
200,266200,-1
300,269400,-1
300,268300,1
100,273700,-1
300,309300,-1
100,5841100,1
100,309300,-1
900,310100,-1
60,5847700,1
100,5777900,1
610,5829600,1
100,5780000,-1
100,5871600,-1
100,5852700,-1
100,5846100,-1
100,274100,-1
100,2245600,-1
23,5828800,1
70,5819800,1
200,271300,1
741,308500,1
64,5848600,-1
5,2207600,-1
200,269300,-1
16,5857900,-1
100,306000,-1
82,275000,1
800,5857000,-1
39,5721100,1
50,5871600,1
237,307500,-1
300,307800,1
500,268100,1
22,273400,1
1,5641500,1
31,5806800,-1
100,5782300,1
32,306000,1
1,5828500,1
200,301000,-1
17,269000,1
5,5869100,-1
60,306000,-1
100,274700,-1
100,2211800,1
642,269550,-1
100,5648400,-1
1,5854100,-1
1200,268000,-1
500,300900,-1
100,2210000,-1
67,305900,1
29,5683800,-1
8,5779900,-1
400,266700,1
700,304300,-1
100,2209400,1
486,307900,1
200,303700,-1
87,5868500,-1
100,267200,1
100,268050,1
100,5866900,1
200,267600,1
11,5849200,-1
4,5721600,-1
120,268200,1
700,309200,-1
84,5829000,-1
100,267950,1
100,268600,-1
200,301400,-1
100,2212900,-1
100,273300,1
100,5772200,-1
100,272100,1
1,5814000,-1
400,271900,1
100,2241200,-1
7,2209900,-1
100,5782700,-1
100,5868200,-1
200,271700,1
100,274900,1
200,268100,-1
10,5800000,1
357,272100,-1
95,5780000,1
100,5862600,-1
100,267900,1
400,271500,-1
500,267200,1
72,303300,1
121,5831000,1
7,2236000,1
10,5852300,1
100,2237800,1
410,308000,-1
258,267200,1
31,5719500,1
1900,309300,-1
300,308900,-1
2,5720000,1
100,5823100,1
7,2210700,-1
100,5654600,-1
273,5776300,-1
150,308800,-1
200,274900,-1
100,309200,1
100,308000,1
400,309300,1
200,269500,1
100,266500,1
300,303700,-1
100,5858700,1
100,306300,-1
2,5804500,-1
1000,267100,1
100,301400,1
15,5792700,1
84,2235500,1
100,309600,1
100,273300,1
20,272000,-1
80,5787100,-1
200,309000,1
69,301900,1
80,5831000,-1
81,2246200,-1
16,2213200,-1
567,267000,-1
100,5646400,-1
69,5830000,-1
100,266600,1
134,308600,1
50,5792400,1
1000,309300,-1
800,271300,1
100,309500,1
6,2219900,1
24,5809900,1
500,305300,-1
100,5645900,1
100,5828300,1
4,5860700,-1
100,271200,1
200,308900,1
21,5830300,1
100,5810900,-1
200,303600,-1
8,5853900,1
5,5750400,1
57,305900,-1
20,5789200,1
100,5780000,1
92,5765700,-1
100,5863200,1
82,5825500,1
82,273150,1
300,268200,-1
100,5729900,-1
100,271500,1
8,5851700,1
6,2257300,-1
100,302800,-1
1728,268000,1
100,5813200,-1
30,2207500,1
10,5777800,1
60,304200,1
1000,309200,1
20,5740000,1
98,308500,1
100,5815500,1
200,302100,-1
100,301300,1
100,304100,-1
30,5856600,-1
100,5820500,-1
100,5859300,-1
100,5871900,-1
3,5860700,-1
8,5798200,-1
300,267100,-1
16,304400,-1
50,5836000,1
6,5860700,-1
307,2244100,1
951,305200,1
100,271200,-1
70,5675700,1
100,269600,1
100,268200,-1
2,5855500,-1
100,5782400,1
3,5862200,-1
2275,269100,-1
100,2246900,-1
200,272700,1
88,5827000,-1
4,5810300,1
100,5861000,-1
100,268400,1
156,308800,1
100,269400,-1
32,5640900,1
200,5651600,-1
700,304500,1
20,2239900,-1
100,273000,-1
100,270200,-1
13,5876000,1
4,301300,1
500,301200,1
100,5849900,-1
10,5794000,1
100,5817700,1
100,5796600,-1
100,5680200,-1
100,267950,1
200,301800,1
48,5828600,1
16,5794900,-1
100,2244100,-1
100,308500,-1
25,5778400,1
100,305900,-1
100,268300,1
100,310200,1
400,5872400,-1
100,5722900,-1
100,5878100,1
100,2238400,1
6,5860200,1
100,5860100,-1
50,5647800,1
182,269200,-1
100,308600,1
100,2227300,1
210,5730100,1
16,2208300,1
100,5682900,1
500,267300,-1
100,274800,-1
9,272550,1
2,5660200,-1
149,271600,1
100,5764200,-1
93,5813500,1
100,2228000,1
700,271500,-1
50,5824500,1
7,5646000,-1
8,5783500,1
700,301300,-1
700,268000,-1
2,5647500,-1
100,269200,1
100,303000,-1
100,5811500,-1
5,5793800,-1
200,303500,1
98,5751400,-1
100,274400,-1
10,5862000,1
100,5828300,1
50,5800800,-1
200,306400,-1
74,5811300,-1
200,301800,1
700,303300,-1
100,2238500,1
100,309800,1
100,5785000,-1
100,5853800,1
100,307900,-1
100,2246400,-1
220,309000,-1
400,309300,-1
200,5778200,1
20,5778400,1
100,309650,-1
100,273400,-1
30,5868000,1
13,5826000,-1
127,5638400,-1
28,5809100,-1
100,5642500,-1
15,2240200,-1
200,271250,-1
100,304800,1
100,309100,1
100,5842900,1
200,274400,1
97,308400,-1
100,5800000,-1
36,5778200,-1
52,5861100,1
10,5724300,-1
100,307050,-1
4900,301100,1
100,5646600,-1
100,5682500,-1
13,273900,1
100,267100,1
24,5820800,-1
100,5804550,-1
35,271900,-1
750,273700,1
200,266900,1
100,5870900,-1
100,306400,1
300,310200,1
18,307000,-1
100,269600,-1
49,5783600,-1
100,267100,1
38,300900,1
110,5778400,1
20,2219900,1
100,307700,1
28,5865500,-1
